"Hour_Format_HHMMSS","Hour","Minute","Second","Hour_id"
"00:00",0,0,0,"000000"
"00:00:01",0,0,1,"000001"
"00:00:02",0,0,2,"000002"
"00:00:03",0,0,3,"000003"
"00:00:04",0,0,4,"000004"
"00:00:05",0,0,5,"000005"
"00:00:06",0,0,6,"000006"
"00:00:07",0,0,7,"000007"
"00:00:08",0,0,8,"000008"
"00:00:09",0,0,9,"000009"
"00:00:10",0,0,10,"000010"
"00:00:11",0,0,11,"000011"
"00:00:12",0,0,12,"000012"
"00:00:13",0,0,13,"000013"
"00:00:14",0,0,14,"000014"
"00:00:15",0,0,15,"000015"
"00:00:16",0,0,16,"000016"
"00:00:17",0,0,17,"000017"
"00:00:18",0,0,18,"000018"
"00:00:19",0,0,19,"000019"
"00:00:20",0,0,20,"000020"
"00:00:21",0,0,21,"000021"
"00:00:22",0,0,22,"000022"
"00:00:23",0,0,23,"000023"
"00:00:24",0,0,24,"000024"
"00:00:25",0,0,25,"000025"
"00:00:26",0,0,26,"000026"
"00:00:27",0,0,27,"000027"
"00:00:28",0,0,28,"000028"
"00:00:29",0,0,29,"000029"
"00:00:30",0,0,30,"000030"
"00:00:31",0,0,31,"000031"
"00:00:32",0,0,32,"000032"
"00:00:33",0,0,33,"000033"
"00:00:34",0,0,34,"000034"
"00:00:35",0,0,35,"000035"
"00:00:36",0,0,36,"000036"
"00:00:37",0,0,37,"000037"
"00:00:38",0,0,38,"000038"
"00:00:39",0,0,39,"000039"
"00:00:40",0,0,40,"000040"
"00:00:41",0,0,41,"000041"
"00:00:42",0,0,42,"000042"
"00:00:43",0,0,43,"000043"
"00:00:44",0,0,44,"000044"
"00:00:45",0,0,45,"000045"
"00:00:46",0,0,46,"000046"
"00:00:47",0,0,47,"000047"
"00:00:48",0,0,48,"000048"
"00:00:49",0,0,49,"000049"
"00:00:50",0,0,50,"000050"
"00:00:51",0,0,51,"000051"
"00:00:52",0,0,52,"000052"
"00:00:53",0,0,53,"000053"
"00:00:54",0,0,54,"000054"
"00:00:55",0,0,55,"000055"
"00:00:56",0,0,56,"000056"
"00:00:57",0,0,57,"000057"
"00:00:58",0,0,58,"000058"
"00:00:59",0,0,59,"000059"
"00:01",0,1,0,"000100"
"00:01:01",0,1,1,"000101"
"00:01:02",0,1,2,"000102"
"00:01:03",0,1,3,"000103"
"00:01:04",0,1,4,"000104"
"00:01:05",0,1,5,"000105"
"00:01:06",0,1,6,"000106"
"00:01:07",0,1,7,"000107"
"00:01:08",0,1,8,"000108"
"00:01:09",0,1,9,"000109"
"00:01:10",0,1,10,"000110"
"00:01:11",0,1,11,"000111"
"00:01:12",0,1,12,"000112"
"00:01:13",0,1,13,"000113"
"00:01:14",0,1,14,"000114"
"00:01:15",0,1,15,"000115"
"00:01:16",0,1,16,"000116"
"00:01:17",0,1,17,"000117"
"00:01:18",0,1,18,"000118"
"00:01:19",0,1,19,"000119"
